FID,osmid,y,x,highway,street_cou,ref
2797,345592793.000000000000000,39.870548200000002,116.407634500000000, ,3.000000000000000, 
2798,345592795.000000000000000,39.870449999999998,116.409762499999999, ,3.000000000000000, 
2799,345593375.000000000000000,39.871768600000003,116.408474699999999, ,3.000000000000000, 
2800,353120497.000000000000000,39.986114399999998,116.477360000000004, ,3.000000000000000, 
2801,353121703.000000000000000,39.994364699999998,116.508240599999993, ,4.000000000000000, 
2802,353121709.000000000000000,39.991200900000003,116.506191799999996, ,3.000000000000000, 
2803,353121773.000000000000000,39.990503799999999,116.490469800000000, ,3.000000000000000, 
2804,353121802.000000000000000,39.979217599999998,116.497750600000003, ,4.000000000000000, 
2805,353121828.000000000000000,39.979204600000003,116.493374599999996, ,3.000000000000000, 
2806,353122055.000000000000000,40.016929400000002,116.522142200000005,traffic_signals,4.000000000000000, 
2807,353122060.000000000000000,40.010309999999997,116.508879399999998, ,3.000000000000000, 
2808,353122073.000000000000000,39.987377600000002,116.483698500000003, ,4.000000000000000, 
2809,353122074.000000000000000,39.986831799999997,116.483472100000000, ,4.000000000000000, 
